"ID","lon","lat","depth","study","BIO","MAT","RAD","MAP","DRY","PET","PH","CEC","BLD","ORC","CLY","SLT","SND","AWC","CWC","NPP"
"1030.TVF.Control.Loc3.D10.Rep1",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc4.D10.Rep4",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc1.D10.Rep4",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc3.D10.Rep2",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc4.D10.Rep5",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc1.D10.Rep5",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc3.D10.Rep3",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc5.D10.Rep1",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc5.D10.Rep2",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc5.D10.Rep3",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc5.D10.Rep4",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1030.TVF.Control.Loc5.D10.Rep5",-145.8,64.33,0.055,"EMP",6,-2.96424984931946,8096.25,461.884124755859,6.9820742637644,0.940252513670085,5.5,29.5,891.5,153.5,10,55.5,35,61.8190345192204,0.30259948527831,337.7
"1031.CHRA3",-123.89,45.04,0.075,"EMP",5,9.85391712188721,12400.75,2537.25512695312,4.91576413959085,1.91314107464958,4.55,48,946,119,29.5,43,27.5,60.0963024943513,0.291222611759712,891.4
"1031.HJDF2",-122.19,44.23,0.075,"EMP",5,9.13125133514404,13903.8333333333,2372.03393554688,5.50191570881226,2.18703584741038,5.45,40.5,886,108,15.5,40.5,43,61.183807716022,0.294119727407491,719.9
"1031.HJDF3",-122.16,44.23,0.075,"EMP",5,8.27983379364014,13916.1666666667,2372.03393554688,5.50191570881226,2.04150127655032,5.35,40,882,109.5,14.5,41,44.5,61.2772481325093,0.2953574661909,727.4
"1031.CHDF1",-123.9,45.05,0.075,"EMP",5,9.85391712188721,12400.75,2460.64453125,4.81136496777973,1.91314107464958,4.6,50.5,941.5,129.5,25,42,33.5,60.1822353995649,0.291845719326415,915.8
"1031.HJRA2",-122.19,44.23,0.075,"EMP",5,9.13125133514404,13903.8333333333,2372.03393554688,5.50191570881226,2.18703584741038,5.45,40.5,886,108,15.5,40.5,43,61.183807716022,0.294119727407491,719.9
"1031.CHDF2",-123.89,45.04,0.075,"EMP",5,9.85391712188721,12400.75,2537.25512695312,4.91576413959085,1.91314107464958,4.55,48,946,119,29.5,43,27.5,60.0963024943513,0.291222611759712,891.4
"1031.CHRA.1",-123.9,45.05,0.075,"EMP",5,9.85391712188721,12400.75,2460.64453125,4.81136496777973,1.91314107464958,4.6,50.5,941.5,129.5,25,42,33.5,60.1822353995649,0.291845719326415,915.8
"1031.HJRA3",-122.16,44.23,0.075,"EMP",5,8.27983379364014,13916.1666666667,2372.03393554688,5.50191570881226,2.04150127655032,5.35,40,882,109.5,14.5,41,44.5,61.2772481325093,0.2953574661909,727.4
